CODE_CLT;C_CHEQUE_MNT;C_CHEQUE_NB;C_DEBLOC_CREDIT_MNT;C_DEBLOC_CREDIT_NB;C_MNT;C_NB;C_VERS_ESPECE_MNT;C_VERS_ESPECE_NB;C_VIREMENT_MNT;C_VIREMENT_NB;D_CHEQUE_MNT;D_CHEQUE_NB;D_MNT;D_NB;D_PMNT_TPE_MNT;D_PMNT_TPE_NB;D_REMB_CREDIT_MNT;D_REMB_CREDIT_NB;D_RET_DAB_MNT;D_RET_DAB_NB;D_RET_ESPECE_MNT;D_RET_ESPECE_NB;D_VIREMENT_MNT;D_VIREMENT_NB
1;0;0;0;0;1614.957667;2.333333333;136.6666667;0.333333333;1478.291;2;290.3333333;1.333333333;1603.38;16.66666667;0;0;469.5786667;3;540;4;200;0.333333333;35;1
2;0;0;0;0;1352.968667;2.333333333;0;0;1352.959667;2;0;0;1349.569333;3.333333333;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;1353.786667;2.666666667;0;0;1337.088667;1;0;0;1353.252;5.333333333;0;0;0;0;0;0;889.3333333;1;0;0
4;0;0;0;0;856.178;1.333333333;0;0;839.6756667;1;0;0;1284.756333;11.66666667;0;0;349.032;2;430;3.333333333;483.3333333;1.333333333;0;0
5;0;0;0;0;1172.677333;1.333333333;0;0;1151.169;1;201.3783333;1.333333333;784.058;5;39.18366667;0.333333333;0;0;533.3333333;1.666666667;0;0;1.416;1
6;0;0;0;0;524.4516667;1;0;0;524.4516667;1;0;0;526.7533333;5.333333333;0;0;174.0903333;1;0;0;344.72;2;1.416;1
7;0;0;0;0;1556.68;2;0;0;1556.68;2;53.33333333;0.333333333;1499.987333;13.66666667;0;0;428.258;2;525.7933333;4.666666667;0;0;0;0
8;0;0;0;0;607.5216667;1;0;0;607.5216667;1;0;0;607.6973333;2.333333333;0;0;184.8223333;1;0;0;418.3333333;1;0;0
9;0;0;0;0;648.3036667;1.666666667;0;0;648.2996667;1.333333333;93.33333333;0.333333333;518.9526667;4.666666667;0;0;0;0;0;0;420;2.666666667;0.472;0.333333333
10;0;0;0;0;0.040666667;0.333333333;0;0;0;0;0;0;0.630666667;0.666666667;0;0;0;0;0;0;0;0;0;0
11;0;0;0;0;723.3163333;1.333333333;0;0;723.3153333;1;0;0;642.6033333;9.666666667;0;0;159.9443333;1;151.24;2.333333333;308.24;2.333333333;0;0
12;333.3333333;0.333333333;0;0;2038.710333;2.333333333;700;0.666666667;1000.914;1;309.0373333;2.333333333;1918.695667;6.666666667;0;0;253.2543333;1;201.0666667;1;483.3333333;1.333333333;0;0
13;0;0;0;0;788.688;2.666666667;0;0;788.681;2;0;0;789.5533333;9.333333333;0;0;301.0303333;1;443.92;3.666666667;22;0.333333333;0;0
14;0;0;0;0;1234.207333;1.333333333;0;0;1234.207333;1.333333333;687.0553333;3.333333333;1231.453;7;0;0;0;0;0;0;0;0;0;0
15;0;0;0;0;619.9176667;1.333333333;0;0;619.9166667;1;0;0;626.3063333;6.666666667;0;0;229.8826667;2;0;0;376.6666667;1;0;0
16;0;0;0;0;8031.615;5.333333333;2736.666667;2;5128.896333;1.666666667;0;0;10501.90433;66;447.4143333;35;0;0;376.6666667;14;9070.666667;10;0;0
17;500;0.333333333;4666.666667;0.333333333;5884.151333;2.666666667;83.33333333;0.333333333;634.137;1;196.9223333;1;3458.383;5.333333333;0;0;2678.285333;1;0;0;0;0;0;0
18;0;0;0;0;1130.168333;1.333333333;0;0;1130.156;1;0;0;1126.159;9;0;0;692.7073333;2;410;3;0;0;0;0
19;0;0;0;0;1103.782667;1.333333333;0;0;1103.752;1;0;0;988.166;5;0;0;310.1966667;1;0;0;668.3333333;2;0;0
20;0;0;0;0;668.9273333;1.333333333;0;0;668.918;1;0;0;670.0686667;4;0;0;220.167;1;0;0;444.72;2;0;0
21;0;0;0;0;681.115;2;0;0;681.115;2;0;0;11.1;1;0;0;0;0;0;0;0;0;0;0
22;0;0;0;0;1146.862667;3;133.3333333;1;1013.405667;1.666666667;0;0;1012.247333;6.666666667;0;0;281.2996667;1;0;0;719.3333333;1.666666667;2.36;1.666666667
23;0;0;0;0;421.792;1.666666667;0;0;421.788;1.333333333;0;0;428.5746667;6.666666667;0;0;0;0;0;0;406.3866667;2.333333333;0;0
24;0;0;0;0;983.2183333;1.333333333;0;0;983.2183333;1.333333333;0;0;983.4776667;4;0;0;277.79;1;0;0;698.3333333;1;0;0
25;0;0;0;0;677.628;1;0;0;677.628;1;0;0;518.8483333;3.333333333;0;0;185.0913333;1;0;0;263.3333333;0.333333333;0.472;0.333333333
26;0;0;0;0;0.076333333;0.333333333;0;0;0;0;0;0;0.666333333;0.666666667;0;0;0;0;0;0;0;0;0;0
27;0;0;0;0;1890.727667;2.333333333;0;0;1890.702;2;0;0;1562.996333;6;0;0;309.1176667;1;0;0;1243.333333;2.333333333;0;0
28;0;0;0;0;1123.153333;1.666666667;0;0;1122.117667;1;0;0;1346.023;5.333333333;0;0;0;0;0;0;953.3333333;2;0;0
29;0;0;0;0;1303.111;3;0;0;1303.111;3;0;0;1320.68;8;0;0;329.2036667;2;0;0;980;1;4.012;3
30;0;0;0;0;1077.962667;1;0;0;1077.962667;1;0;0;972.846;5.666666667;0;0;309.9446667;1;646.6666667;2.666666667;0;0;0;0
31;200;0.333333333;0;0;3508.558667;2.666666667;2000;0.333333333;1176.137;1;0;0;1208.199333;3.666666667;0;0;0;0;0;0;465;0.333333333;88.33333333;0.333333333
32;0;0;0;0;2119.466;2.333333333;666.6666667;0.333333333;1439.428333;1;1576.832333;7.666666667;1821.332333;12;0;0;0;0;0;0;220;2;0;0
33;93.33333333;0.333333333;0;0;2346.094667;5.333333333;0;0;2252.761333;5;0.255666667;0.333333333;2184.896667;10.33333333;0;0;473.3436667;2;0;0;1700;2.333333333;5.664;4
34;0;0;0;0;1377.327;2.666666667;0;0;1377.327;2.666666667;0;0;1374.769333;6.666666667;0;0;0;0;0;0;0;0;3.776;2.666666667
35;0;0;0;0;1381.285;1.666666667;0;0;1372.946667;1;0;0;3937.028333;17.33333333;17.93666667;0.666666667;618.8923333;2;1254.583333;9;2013.333333;1.666666667;8.333333333;0.333333333
36;0;0;0;0;949.709;1;0;0;949.709;1;0;0;929.5593333;9.666666667;0;0;453.863;2;0;0;436.6666667;1.666666667;0;0
37;0;0;0;0;362.0646667;1.333333333;0;0;362.057;1;0;0;363.931;1.666666667;0;0;0;0;0;0;363.3333333;1;0;0
38;0;0;0;0;893.2396667;1.333333333;0;0;893.2396667;1.333333333;0;0;592.2333333;3;0;0;0;0;0;0;533.3333333;0.666666667;50;0.333333333
39;0;0;0;0;596.2346667;1;0;0;596.2346667;1;0;0;596.3896667;5.333333333;0;0;208.2513333;1;0;0;376.6666667;1;1.416;1
40;0;0;0;0;222.3543333;1.333333333;0;0;222.3373333;1;0;0;220.607;1.666666667;0;0;0;0;0;0;220;1;0;0
41;0;0;0;0;865.9506667;2.666666667;30;0.333333333;803.2633333;1;0;0;790.7393333;5;0;0;159.9513333;1;0;0;600;1;20;1
42;0;0;0;0;619.5906667;1;0;0;619.5906667;1;0;0;587.9116667;12;0;0;221.3536667;2;347.32;7.333333333;0;0;0;0
43;0;0;1666.666667;0.333333333;3077.427333;3.333333333;366.6666667;0.333333333;1024.037667;1;0;0;2578.305333;18.33333333;0;0;152.4473333;1.333333333;1827.05;9.666666667;500;0.333333333;20;1
44;5387.333333;10.33333333;0;0;15436.30367;20;8516.666667;6.666666667;1516.594667;1;1.157666667;6.333333333;16759.51567;28.33333333;0;0;0;0;263.3333333;2.333333333;14195.42667;10.33333333;0;0
45;0;0;0;0;1239.645;1;0;0;1239.645;1;23.33333333;0.333333333;1212.571;4.333333333;0;0;0;0;0;0;1166.666667;1;0;0
46;0;0;0;0;1319.483;1.333333333;0;0;1319.481;1;0;0;1304.580667;4;0;0;0;0;0;0;1300;3.333333333;0;0
47;0;0;0;0;1388.239;2;0;0;1388.239;2;0;0;1429.936667;4.666666667;0;0;322.711;1;0;0;1100;1.333333333;2.832;2
48;740;1.666666667;0;0;1496.282667;2.666666667;0;0;756.2826667;1;600.37;5.666666667;1839.291;15.66666667;0;0;236.6646667;1;0;0;928.3333333;2.333333333;25;1
49;0;0;0;0;779.0393333;1;0;0;779.0393333;1;0;0;871.8156667;8;0;0;293.2023333;2;570.7466667;4.666666667;0;0;0;0
50;4426.973;3.333333333;0;0;5028.227667;4.333333333;0;0;588.7806667;0.333333333;2.556666667;2.333333333;5020.715;9;0;0;0;0;0;0;5001.666667;2.333333333;0.472;0.333333333
51;0;0;0;0;3614.513667;9.333333333;1663.333333;5.666666667;1354.317333;1;1291.461667;8.666666667;4862.256667;25.33333333;5.59;0.333333333;0;0;0;0;1866.666667;7.333333333;0;0
52;0;0;0;0;688.724;1.666666667;0;0;688.65;1;0;0;691.8663333;6.333333333;0;0;227.7626667;1;0;0;440;1;0;0
53;0;0;1000;0.333333333;1926.341667;2.333333333;0;0;926.3256667;1.333333333;0;0;740.5216667;5.666666667;0;0;41.51133333;0.333333333;0;0;666.6666667;1;1.888;1.333333333
54;0;0;0;0;1544.913;3.333333333;166.6666667;0.333333333;1176.165333;1.666666667;469.9666667;2.333333333;1896.006667;15.33333333;272.1753333;2.666666667;363.31;2;366.6666667;2.666666667;166.6666667;0.333333333;200;1
55;0;0;0;0;100;0.333333333;100;0.333333333;0;0;70.53333333;0.333333333;101.711;1.333333333;0;0;0;0;0;0;26.66666667;0.333333333;0;0
56;0;0;0;0;1510.392;2;0;0;1470.444667;1;426.9923333;4;2612.81;21.66666667;380.7983333;8.333333333;0;0;416.6666667;2.333333333;433.3333333;1;0;0
57;1011.166667;2;0;0;3055.861667;5.333333333;66.66666667;0.333333333;1878.493333;1;235.9183333;1.666666667;2731.171667;14.33333333;146.3866667;2.666666667;0;0;750.8666667;5.666666667;1133.333333;1.333333333;0;0
58;0;0;0;0;943.6966667;1;0;0;943.6966667;1;0;0;926.8496667;8.666666667;0;0;409.5356667;1;426.9366667;2.333333333;60.90666667;1.666666667;0;0
59;0;0;0;0;1241.839667;1;0;0;1241.839667;1;88.66666667;0.666666667;1909.491667;7.666666667;0;0;110.435;1;1001.333333;1.333333333;500;0.333333333;0;0
60;0;0;0;0;1753.832667;3.333333333;0;0;1753.734667;3;173.6666667;1.666666667;1857.665;14.33333333;0;0;695.713;5;717.15;4;250;0.333333333;0;0
61;0;0;0;0;343.1266667;0.333333333;0;0;343.1266667;0.333333333;0;0;704.7986667;1.333333333;0;0;0;0;0;0;700;0.666666667;0.472;0.333333333
62;0;0;0;0;660.3576667;2.666666667;20;0.666666667;620.3386667;1;0;0;656.7816667;4;0;0;0;0;0;0;630;1.333333333;21.416;1.666666667
63;0;0;0;0;765.1486667;2.333333333;0;0;765.1486667;2.333333333;0;0;764.163;7;0;0;100.4926667;1;0;0;650;1;3.304;2.333333333
64;0;0;0;0;1040.906667;1;0;0;1040.906667;1;0;0;1053.654333;3.333333333;0;0;235.2016667;1;0;0;813.3333333;2;0;0
65;0;0;0;0;699.71;1;0;0;699.71;1;0;0;947.779;4.666666667;0;0;333.5056667;1;168.5;1.333333333;0;0;0;0
66;0;0;0;0;751.924;2;0;0;751.9023333;1.666666667;0;0;752.2063333;8;0;0;231.5403333;1;0;0;400;1;100;1
67;0;0;0;0;1233.142333;2;0;0;1232.235;1.333333333;0;0;1256.923667;7.666666667;0;0;203.324;1;56.66666667;1;983.3333333;1;0;0
68;0;0;0;0;1496.210333;2.666666667;390;0.666666667;1102.695667;1.333333333;0;0;1256.981;4.333333333;0;0;310.3496667;1;0;0;940;1.333333333;0.472;0.333333333
69;0;0;0;0;1051.137;1;0;0;1051.137;1;0;0;1055.961333;7.666666667;0;0;0;0;780;5.666666667;266.6666667;0.666666667;0;0
70;0;0;0;0;1259.700333;1.333333333;0;0;1259.700333;1.333333333;0;0;1305.733333;3.666666667;0;0;0;0;0;0;1296.666667;1.333333333;0;0
71;0;0;0;0;539.972;1;0;0;539.972;1;0;0;495.9313333;4.333333333;0;0;0;0;17.05;0.333333333;463.24;1.333333333;0;0
72;0;0;0;0;1628.513;2.333333333;0;0;1628.513;2.333333333;0;0;1164.143;8.666666667;0;0;476.1733333;2;500;2.333333333;168.24;0.666666667;0;0
73;0;0;0;0;1157.976333;1.333333333;0;0;1157.961333;1;0;0;1160.922;7.666666667;0;0;510.2093333;1;66.66666667;0.666666667;568.3333333;1;0;0
74;0;0;0;0;600.0113333;2.333333333;600;1.666666667;0;0;0;0;508.1106667;10;0;0;302.967;2;87.39333333;2;100;1;0;0
75;0;0;6000;0.333333333;7062.378667;1.666666667;0;0;1062.347;1;0;0;7245.108333;19.33333333;0;0;1080.805667;1.333333333;1049.1;12.66666667;4666.666667;0.333333333;0;0
76;783.3333333;1.333333333;0;0;3194.796667;4.333333333;946.6666667;1.666666667;1334.496333;1;1771.923;4.333333333;3174.002667;9;0;0;471.5066667;2;0;0;923.3333333;1.333333333;0;0
77;0;0;0;0;1579.015333;2.333333333;100;0.333333333;1479.015333;2;926.632;11;1271.458;18.66666667;0;0;0;0;337.2366667;4;0;0;2.596;2
78;0;0;0;0;1427.866;1.666666667;0;0;1350.007667;1;0;0;983.7736667;9;188.8516667;3.333333333;0;0;150.8666667;1.666666667;0;0;0;0
79;0;0;0;0;598.2923333;1.666666667;0;0;589.2396667;1;0;0;597.298;14;69.465;4;252.6466667;2;183.3333333;2.333333333;66.66666667;0.666666667;0;0
80;0;0;0;0;859.449;3;0;0;852.868;2;0;0;1760.191333;8.666666667;0;0;286.2933333;2;0;0;1387.666667;2;0;0
81;0;0;0;0;1022.381333;2.333333333;0;0;1022.381333;2.333333333;0;0;1085.151667;9;0;0;93.28133333;1;984.22;5.333333333;0;0;3.304;2.333333333
82;0;0;0;0;854.551;2;0;0;818.3433333;1.666666667;0;0;1138.355667;7.333333333;0;0;271.868;2;0;0;540;0.666666667;0;0
83;0;0;0;0;484.026;1;0;0;484.026;1;0;0;489.2043333;2.333333333;0;0;0;0;0;0;483.3333333;1;1.416;1
84;66.66666667;0.333333333;0;0;1430.452667;1.666666667;0;0;1363.786;1.333333333;0.255666667;0.333333333;1112.539333;8.333333333;0;0;442.0336667;1;133.7666667;1.333333333;516.6666667;1.333333333;0;0
85;0;0;4666.666667;0.333333333;8248.854667;3.333333333;0;0;668.728;1.666666667;0;0;7821.006;9;0;0;2555.554333;1.333333333;0;0;2050;2;1333.333333;0.333333333
86;0;0;0;0;517.004;3;0;0;514.905;2;0;0;461.5633333;6;0;0;0;0;251.45;1.666666667;200;1;0;0
87;0;0;0;0;356.887;1;0;0;356.887;1;0;0;357.136;3.666666667;0;0;0;0;0;0;340;1;0;0
88;0;0;5500;0.333333333;6293.080667;1.666666667;0;0;793.055;1;0;0;6385.718333;11;0;0;5139.807667;1.333333333;0;0;836.6666667;1.666666667;0;0
89;0;0;0;0;2286.941;2.333333333;1333.333333;0.333333333;943.0566667;1.666666667;0;0;910.3666667;12.33333333;0;0;399.5173333;1;494.0666667;8.333333333;0;0;0;0
90;0;0;0;0;1834.425;2.333333333;0;0;1834.415;1.666666667;0;0;1827.276;6.333333333;0;0;609.0026667;1;266.6666667;0.666666667;935;1;0.472;0.333333333
91;0;0;0;0;624.5583333;1.666666667;0;0;624.5583333;1.666666667;0;0;572.3396667;7.666666667;0;0;339.6236667;1;132.7233333;2.333333333;75.33333333;0.333333333;0;0
92;0;0;0;0;1041.475333;1.666666667;0;0;1041.446667;1.333333333;0;0;1042.454333;10;0;0;375.2936667;1;543.3333333;3.333333333;100;0.333333333;0;0
93;0;0;966.6666667;0.333333333;1877.451667;3;0;0;910.7516667;1.666666667;0;0;1960.783333;11;0;0;350.7693333;1;177.05;3.666666667;1393.333333;1;0;0
94;0;0;0;0;3073.971333;3;0;0;3073.556;2.333333333;0;0;1561.757;24.33333333;156.1973333;4;430.088;2;956.96;14.66666667;0;0;0;0
95;0;0;0;0;528.9513333;1.333333333;0;0;528.888;1;0;0;638.952;6.666666667;0;0;312.2886667;2;0;0;306.6666667;1;0;0
96;0;0;0;0;890.874;2.666666667;0;0;890.87;2.333333333;0;0;914.9993333;11.33333333;1.666666667;0.333333333;379.7736667;2;511.36;5.666666667;0;0;0;0
97;0;0;0;0;811.7166667;1.666666667;0;0;811.7096667;1.333333333;0;0;812.0873333;5.666666667;0;0;199.3373333;1;0;0;603.3333333;1;1.888;1.333333333
98;0;0;0;0;739.3523333;2;0;0;739.3523333;2;0;0;836.9856667;9.333333333;0;0;272.6213333;2;0;0;542.6666667;1.666666667;2.832;2
99;0;0;0;0;1441.145333;1.333333333;0;0;1441.135333;1;0;0;1441.019667;6.666666667;0;0;200.111;0.666666667;0;0;1123.146667;1.666666667;0;0
100;0;0;0;0;83.33333333;0.333333333;83.33333333;0.333333333;0;0;0;0;8.9;2;0;0;0;0;0;0;0;0;0;0
101;0;0;0;0;941.329;3;0;0;941.2666667;2.333333333;0;0;942.8993333;9.333333333;0;0;502.5373333;1;268.8833333;2.333333333;146.6666667;0.666666667;0;0
102;0;0;0;0;1756.438667;2;0;0;1756.257;1.666666667;400;1;929.1996667;7;17.63333333;0.666666667;500.312;3;0;0;0;0;0;0
103;0;0;0;0;866.249;1.333333333;0;0;866.249;1.333333333;0;0;944.0473333;20.33333333;231.8566667;9;413.1003333;2;265.3466667;5;16.66666667;0.333333333;1.888;1.333333333
104;0;0;0;0;663.2116667;1.666666667;0;0;663.2096667;1.333333333;0;0;618.554;6.666666667;0;0;283.6926667;2;0;0;320;1;0;0
105;0;0;0;0;1724.106333;2.333333333;0;0;1724.106333;2.333333333;1164.150667;17.66666667;1809.397667;28.66666667;0;0;0;0;0;0;621.3866667;5.333333333;0;0
106;0;0;0;0;697.1526667;2;0;0;697.1486667;1.666666667;0;0;699.9953333;5.333333333;0;0;190.798;1;0;0;501.6666667;1.666666667;2.36;1.666666667
107;0;0;0;0;1036.053333;2.333333333;0;0;1034.959333;1.333333333;0;0;1254.309667;11.66666667;0;0;224.363;1.333333333;110.7466667;1.333333333;743.3333333;1.666666667;0;0
108;0;0;0;0;1408.507333;2;0;0;1407.799;1.333333333;0;0;1409.789667;7.333333333;0;0;429.9456667;2;0;0;964.9066667;1.333333333;1.888;1.333333333
109;0;0;0;0;1457.849;3.666666667;0;0;1355.269333;2;21;0.333333333;2082.986667;17.33333333;263.24;1;599.0256667;3;833.8666667;6.333333333;250;1.333333333;100;1
110;0;0;0;0;551.751;1.666666667;16.66666667;0.333333333;535.0793333;1;37;1;592.395;11.33333333;0;0;208.339;1;329.0333333;6;0;0;0;0
111;0;0;0;0;1320.755333;2.333333333;0;0;1320.719333;2;0;0;1321.264333;14;45.23333333;0.333333333;342.904;1.666666667;740.6333333;3;0;0;0;0
112;0;0;0;0;847.1113333;2;0;0;847.102;1.666666667;0;0;1047.286;8;0;0;0;0;473.3333333;4;566.6666667;1.333333333;2.36;1.666666667
113;0;0;0;0;1677.394;1.333333333;0;0;1677.385;1;0;0;1767.997667;5.333333333;0;0;203.9466667;0.666666667;0;0;1450;1.333333333;0;0
114;0;0;0;0;1401.426;2.333333333;0;0;1401.426;2.333333333;73.749;4;1380.972667;21;31.74;1.666666667;333.6416667;2;913.3333333;9.666666667;0;0;0;0
115;0;0;0;0;2345.496;4;0;0;2345.491;3.333333333;549.2666667;3.333333333;2481.618667;29.33333333;0;0;603.491;3;1298.12;16;0;0;0;0
116;0;0;0;0;1928.760333;2.666666667;0;0;1928.760333;2.666666667;0;0;1831.604333;7;0;0;305.9326667;1;0;0;1511.146667;2.666666667;0.472;0.333333333
117;0;0;0;0;1630.380333;3.333333333;0;0;1630.278667;3;0;0;1606.355667;10.66666667;0;0;516.8806667;1;0;0;853.3333333;2;4.248;3
118;0;0;0;0;0.129666667;0.333333333;0;0;0;0;0;0;50.71966667;1;0;0;0;0;0;0;50;0.333333333;0;0
119;0;0;0;0;1369.621667;2;0;0;1369.618667;1.666666667;0;0;1371.427333;17;106.7466667;5;516.3626667;2;723.2866667;6.666666667;0;0;0;0
120;0;0;6666.666667;0.333333333;7815.389333;2.333333333;0;0;1148.690667;1.666666667;0;0;7734.241333;8.666666667;0;0;4187.334333;1.333333333;0;0;3169;2.333333333;0;0
121;0;0;0;0;1190.170333;1.666666667;0;0;1190.170333;1.666666667;0;0;1481.319;5.666666667;0;0;308.5783333;1;0;0;1150;1;1.888;1.333333333
122;0;0;0;0;2846.560667;2.666666667;1833.333333;0.333333333;1013.180333;2;0;0;1038.584;6.666666667;0;0;241.5146667;1;0;0;788.3333333;1.666666667;2.832;2
123;16.66666667;0.333333333;0;0;3817.461667;4.666666667;2433.333333;1.333333333;1163.219667;1.666666667;2706.233;8;3627.411;18.66666667;243.3733333;2.333333333;284.8356667;1;40.45333333;0.333333333;0;0;300;2
124;0;0;0;0;871.3373333;2;0;0;871.3333333;1.666666667;0;0;927.8226667;8;0;0;473.1633333;2;0;0;353.1466667;1.666666667;0;0
125;0;0;0;0;712.147;1.333333333;0;0;712.143;1;0;0;712.3253333;6.666666667;0;0;288.819;2;0;0;410;1;0;0
126;0;0;0;0;0.023666667;0.666666667;0;0;0;0;0;0;1.203666667;1.333333333;0;0;0;0;0;0;0;0;0;0
127;0;0;0;0;734.6063333;1.666666667;0;0;734.6053333;1.333333333;0;0;702.1043333;2.666666667;0;0;0;0;0;0;696.6666667;1;0.472;0.333333333
128;0;0;0;0;839.2423333;2.333333333;0;0;738.2096667;1;0;0;1019.321333;9.333333333;0;0;306.353;2;0;0;586.6666667;2.333333333;100;1
129;0;0;0;0;1387.809667;1.666666667;333.3333333;0.333333333;1052.283;1;0;0;1052.056;2.666666667;0;0;164.4723333;1;0;0;881.6666667;1;0;0
130;0;0;0;0;728.4063333;1;0;0;728.4063333;1;0;0;732.8563333;4.333333333;0;0;291.2413333;1;0;0;433.72;2;0;0
131;0;0;0;0;919.7806667;1.666666667;100;0.333333333;819.7733333;1;0;0;824.239;6.333333333;0;0;371.7916667;2;0;0;433.3333333;1;0;0
132;0;0;0;0;1432.358;1.333333333;0;0;1432.358;1.333333333;0;0;1542.487333;5.333333333;0;0;396.277;1;0;0;1136.386667;2.333333333;0;0
133;0;0;0;0;788.965;1.333333333;0;0;788.963;1;0;0;831.7203333;9.333333333;0;0;326.344;1;482.6033333;3.333333333;0;0;0;0
134;0;0;0;0;452.8666667;2;0;0;452.8656667;1.666666667;0;0;449.4936667;5;0;0;262.1803333;1;0;0;165;0.666666667;0;0
135;0;0;0;0;33.673;0.666666667;0;0;33.66666667;0.333333333;0;0;66.34166667;5.333333333;0;0;0;0;0;0;0;0;0;0
136;0;0;0;0;1585.278;2.333333333;0;0;1584.954;1.666666667;0;0;1591.792;13.33333333;0;0;631.2186667;3;0;0;920;4.333333333;0;0
137;0;0;0;0;2195.938333;2;0;0;2195.938333;2;0;0;2279.173;7.333333333;0;0;489.5983333;2;0;0;1768;2;0;0
138;0;0;0;0;1102.967;1;0;0;1102.967;1;0;0;1103.672;6;0;0;0;0;0;0;650.6666667;1;0;0
139;0;0;0;0;2304.961667;3;0;0;2252.211;1.666666667;0;0;2110.157;8.666666667;0;0;388.7636667;2;0;0;1656.666667;1.666666667;50;1
140;0;0;0;0;2204.068667;4;166.6666667;0.333333333;2033.057;2.666666667;0;0;1997.909;14;0;0;499.423;2;0;0;1478.24;3.666666667;3.776;2.666666667
141;0;0;0;0;345;2;345;2;0;0;0;0;1104.493333;1;0;0;0;0;0;0;1100;0.333333333;0;0
142;0;0;0;0;781.7566667;3.333333333;66.66666667;0.333333333;663.115;1.333333333;0;0;884.8686667;8.666666667;0;0;317.71;1;0;0;503.3333333;2;51.888;2.333333333
143;0;0;0;0;1867.370667;3.333333333;0;0;1867.276667;3;334.2113333;1.666666667;1953.364333;17.33333333;113.2366667;1.666666667;443.3956667;2;1046.666667;6;0;0;4.248;3
144;11666.66667;0.666666667;0;0;13923.9;3.333333333;836.6666667;0.666666667;1361.085667;1;2881.294333;8.666666667;12161.67467;14.66666667;126.8666667;2.333333333;0;0;0;0;0;0;62.684;1
145;0;0;0;0;2393.613667;1.666666667;0;0;2393.613667;1.666666667;0;0;2371.533333;1.666666667;0;0;0;0;0;0;2366.666667;1;0;0
146;0;0;3333.333333;0.333333333;6441.412;2.333333333;1333.333333;0.333333333;1628.424667;1;1416.646667;5.333333333;2986.583;12.33333333;0;0;0;0;133.7666667;1;0;0;0;0
147;0;0;0;0;986.85;1.333333333;0;0;986.847;1;0;0;1069.778;14.33333333;0;0;284.233;1.666666667;654.9066667;6;0;0;0;0
148;0;0;0;0;1747.731;2.333333333;0;0;1747.731;2.333333333;0;0;1480.81;8.666666667;0;0;0;0;0;0;1469.906667;5.333333333;3.304;2.333333333
149;0;0;0;0;1184.028333;2;0;0;1181.363667;1.333333333;367.3246667;0.666666667;741.9226667;4.666666667;114.966;1;0;0;83.33333333;0.666666667;166.6666667;0.333333333;0;0
150;0;0;1300;0.333333333;3379.167;2.333333333;0;0;792.574;1;0;0;10178.10767;11.66666667;0;0;279.591;1;0;0;8330;3;1253.333333;0.333333333
151;0;0;0;0;1133.419333;1.333333333;83.33333333;0.333333333;1050.086;1;106.9333333;0.666666667;1226.684667;8.666666667;0;0;631.8056667;2;0;0;452.6666667;1.333333333;0;0
152;100;0.333333333;0;0;2396.021667;1.666666667;2296;1;0;0;2083.918333;5.333333333;2294.666333;9.666666667;0;0;0;0;0;0;0;0;0;0
153;178.3333333;1.666666667;0;0;2507.936333;5.333333333;1063.333333;1.333333333;629.0773333;0.666666667;1087.758333;3;3203.651667;14.33333333;16.63333333;0.333333333;404.5863333;1;13.33333333;0.666666667;1316.666667;2.666666667;333.3333333;0.666666667
154;0;0;0;0;741.1693333;1.333333333;0;0;741.1693333;1.333333333;0;0;741.3376667;5;0;0;0;0;0;0;723.3333333;1.333333333;0;0
155;0;0;0;0;341.981;1;0;0;341.981;1;0;0;210.4626667;3.333333333;0;0;0;0;0;0;204.72;2;1.416;1
156;0;0;0;0;1257.769667;1;0;0;1257.769667;1;595.9333333;2.666666667;771.676;5.333333333;0;0;0;0;0;0;0;0;1.416;1
157;2738.647;1.333333333;0;0;2738.647;1.333333333;0;0;0;0;1.022666667;1.333333333;2742.016;3;0;0;0;0;0;0;2736.666667;1.333333333;0;0
158;0;0;0;0;0.133;0.333333333;0;0;0;0;0;0;0.723;0.666666667;0;0;0;0;0;0;0;0;0;0
159;0;0;0;0;1941.273333;2.666666667;0;0;1504.706;1;0;0;1857.530667;8.333333333;0;0;0;0;923.3333333;2.666666667;516.6666667;1.333333333;400;1
160;0;0;0;0;710.0526667;2.666666667;0;0;684.99;1.333333333;0;0;713.3163333;7.666666667;0;0;264.873;2;0;0;400;1;25;1
161;0;0;0;0;1376.591667;3;166.6666667;0.333333333;1209.854333;2;0;0;1336.628;8.333333333;0;0;532.588;3;0;0;796.6666667;2;2.832;2
162;135;1;0;0;1556.521;2;0;0;1421.521;1;703.7003333;4;1658.527;9.333333333;0;0;0;0;0;0;950;4;0;0
163;0;0;0;0;1523.234667;1.666666667;0;0;1471.182667;1;0;0;2197.895;6.333333333;0;0;413.368;1;0;0;1768.333333;3.666666667;0;0
164;0;0;0;0;704.344;1.333333333;0;0;704.2113333;1;0;0;705.3153333;5.333333333;0;0;229.4683333;1;0;0;456.6666667;1;0;0
165;0;0;0;0;907.0413333;1.333333333;0;0;907.0116667;1;129;1;910.847;5.333333333;0;0;154.486;1;0;0;620;1;1.416;1
166;0;0;0;0;1567.875333;2;0;0;1567.872333;1.666666667;0;0;1570.197;8.333333333;0;0;404.9363333;1;86.66666667;2;1050;1;0;0
167;0;0;0;0;669.5603333;0.666666667;666.6666667;0.333333333;0;0;0;0;300.697;0.666666667;0;0;0;0;0;0;300;0.333333333;0;0
