CODE_CLT;C_CHEQUE_MNT;C_CHEQUE_NB;C_DEBLOC_CREDIT_MNT;C_DEBLOC_CREDIT_NB;C_MNT;C_NB;C_VERS_ESPECE_MNT;C_VERS_ESPECE_NB;C_VIREMENT_MNT;C_VIREMENT_NB;D_CHEQUE_MNT;D_CHEQUE_NB;D_MNT;D_NB;D_PMNT_TPE_MNT;D_PMNT_TPE_NB;D_REMB_CREDIT_MNT;D_REMB_CREDIT_NB;D_RET_DAB_MNT;D_RET_DAB_NB;D_RET_ESPECE_MNT;D_RET_ESPECE_NB;D_VIREMENT_MNT;D_VIREMENT_NB
560;0;0;6666.666667;0.333333333;10818.393;2.666666667;380;0.666666667;3771.726333;1.666666667;0;0;5814.111;7.666666667;0;0;1201.677333;1.666666667;0;0;3676.666667;1.333333333;0.944;0.666666667
561;0;0;0;0;1125.513667;2.333333333;50;0.333333333;1073.533333;1;0;0;1287.391;13;0;0;519.8276667;1;287.7366667;2.666666667;260;1.666666667;1.416;1
562;0;0;0;0;1042.321667;1.666666667;0;0;1042.321667;1.666666667;0;0;1284.8;10.33333333;0;0;491.452;1;707.1;4;66.66666667;0.666666667;0;0
563;0;0;0;0;1759.072;3.666666667;0;0;1756.059333;3.333333333;0;0;1847.640667;13.33333333;0;0;426.5043333;2;0;0;1402.213333;8;2.832;2
564;0;0;0;0;1099.314333;2;0;0;1098.337;1.666666667;0;0;861.61;10.33333333;0;0;381.3496667;2;470.8666667;5.666666667;0;0;0;0
565;0;0;0;0;450.798;0.666666667;0;0;450.798;0.666666667;0;0;452.0346667;1.666666667;0;0;0;0;0;0;446.6666667;0.666666667;0.944;0.666666667
566;0;0;0;0;890.752;2.333333333;0;0;890.747;2;0;0;809.092;8.333333333;0;0;303.6126667;1;237.4233333;2.333333333;248.1466667;1.333333333;0.472;0.333333333
567;0;0;2666.666667;0.333333333;4439.337;3;916.6666667;0.666666667;855.973;1.666666667;0;0;3474.507333;8.333333333;0;0;1404.877667;1;0;0;1858.666667;1.666666667;0;0
568;0;0;0;0;1264.049;2.333333333;0;0;1264.049;2.333333333;0;0;1354.194;12.66666667;0;0;505.224;2;491.6533333;4.666666667;333.3333333;0.666666667;0;0
569;0;0;0;0;1353.171;1.666666667;0;0;1353.167;1.333333333;0;0;1355.335333;6.333333333;0;0;553.089;1;46.66666667;1;733.3333333;1;0;0
570;0;0;0;0;1123.25;1.333333333;0;0;1123.25;1.333333333;0;0;1047.979;7.666666667;0;0;411.252;1.666666667;3.676666667;0.333333333;548.3333333;1.333333333;0;0
571;0;0;0;0;1581.318667;1;0;0;1581.318667;1;0;0;1582.781667;5.666666667;0;0;356.341;2;0;0;1211.666667;1;0;0
572;0;0;0;0;757.4926667;1.333333333;0;0;757.4666667;1;0;0;934.749;10.33333333;0;0;107.7343333;1;611.16;5;200;0.333333333;0;0
573;0;0;0;0;1356.391;2;0;0;1356.208333;1.333333333;0;0;1239.779333;12;0;0;507.934;2.333333333;78.23;1.333333333;450;1;0;0
574;0;0;8666.666667;0.333333333;14769.87567;3;2766.666667;0.666666667;834.4806667;1.333333333;0;0;12073.279;8;0;0;6004.463333;1;503.3333333;2;2583.333333;0.666666667;2498.554667;1.666666667
575;0;0;0;0;1047.102333;2.666666667;0;0;1047.098333;2.333333333;0;0;905.9886667;11.33333333;0;0;152.0446667;1;733.6866667;6;0;0;0;0
576;0;0;0;0;842.2943333;2;0;0;842.2663333;1.666666667;0;0;834.8596667;5.333333333;0;0;50.86633333;1;0;0;775;1;2.36;1.666666667
577;0;0;0;0;759.3276667;1.666666667;0;0;759.3236667;1.333333333;0;0;690.4736667;8;0;0;319.9193333;2;53.68666667;1;293.3333333;0.666666667;0;0
578;0;0;0;0;605.431;1.666666667;0;0;605.431;1.666666667;0;0;466.964;5;0;0;276.1566667;1;0;0;166.6666667;0.666666667;0;0
579;0;0;0;0;750.8123333;1.666666667;0;0;750.8123333;1.666666667;0;0;644.025;8;0;0;239.0273333;1.666666667;290.8566667;1.333333333;0;0;0;0
580;0;0;0;0;1344.509667;2.333333333;0;0;1344.505667;2;0;0;1519.651667;13.33333333;0;0;404.9176667;2;374.6933333;3.333333333;725;4;0;0
581;0;0;0;0;747.0716667;2;0;0;736.98;1.666666667;0;0;767.6083333;4;0;0;128.9906667;1;0;0;611.6666667;2;0;0
582;0;0;0;0;1584.061667;1.666666667;0;0;1584.061667;1.666666667;0;0;1720.036333;7.333333333;0;0;0;0;0;0;1711.573333;5;0.472;0.333333333
583;0;0;0;0;1537.462;2;0;0;1537.462;2;0;0;1573.554;14;0;0;0;0;804.6166667;8.333333333;716.6666667;2;0;0
584;0;0;0;0;549.241;1;0;0;549.241;1;0;0;1079.803333;4.666666667;0;0;264.936;1;0;0;803.24;2.333333333;0;0
585;0;0;0;0;1315.242667;2.333333333;0;0;1315.241667;2;0;0;1316.993333;7.333333333;0;0;427.767;2;633.3333333;2.666666667;243.3333333;0.333333333;0;0
586;0;0;0;0;6215.494667;2;5000;0.333333333;1215.493667;1.333333333;0;0;1209.622667;3.333333333;0;0;0;0;0;0;1203;1.333333333;1.573333333;1.333333333
587;0;0;0;0;1278.956333;3;0;0;1278.919333;2;0;0;1224.916;9;0;0;451.2243333;2;0;0;748.3333333;1.666666667;0;0
588;0;0;0;0;909.292;1.666666667;0;0;909.289;1.333333333;0;0;924.4443333;7.333333333;0;0;395.4233333;2;380;1;116.6666667;0.333333333;1.888;1.333333333
589;0;0;0;0;984.4073333;2;0;0;984.3793333;1.666666667;0;0;948.3543333;8.666666667;0;0;453.9776667;2;293.7166667;2.333333333;173.3333333;0.333333333;0;0
590;0;0;0;0;1577.431333;1.333333333;0;0;1577.431333;1.333333333;0;0;1578.425667;5;0;0;467.7226667;2;33.76666667;0.333333333;1058.333333;1;0;0
591;0;0;0;0;1414.717667;2;0;0;1414.712333;1.666666667;0;0;1490.251667;9;0;0;664.2963333;2;0;0;800;1.333333333;0;0
592;0;0;0;0;964.8976667;2;0;0;964.8893333;1.333333333;0;0;963.5273333;6;0;0;534.209;2;0;0;420;1.333333333;0;0
593;0;0;0;0;1641.688667;2.666666667;0;0;1641.637333;2.333333333;0;0;1817.241333;15;0;0;0;0;830.8666667;8;763.3333333;2.333333333;0;0
594;0;0;0;0;1190.868667;1.666666667;0;0;1190.868667;1.666666667;0;0;1704.084667;17;0;0;592.055;1;343.6633333;10.33333333;753.3333333;3;0;0
595;0;0;0;0;1047.145333;1.333333333;0;0;1047.145333;1.333333333;0;0;1044.757333;7;0;0;386.953;2;0;0;600;1;31.888;2.333333333
596;0;0;0;0;1468.493333;2.666666667;0;0;1468.479;2.333333333;0;0;1538.502;13;0;0;155.7533333;1;1368.253333;8;0;0;0.944;0.666666667
597;0;0;0;0;984.5166667;1.666666667;0;0;984.5166667;1.666666667;0;0;1076.534667;9;0;0;479.3103333;1;574.1;3;0;0;0;0
598;0;0;0;0;980.1933333;1.666666667;0;0;980.1933333;1.666666667;0;0;980.2253333;4.666666667;0;0;310.75;1;0;0;659.3333333;1;2.36;1.666666667
599;0;0;0;0;1369.505667;1.333333333;0;0;1369.505667;1.333333333;0;0;1397.791333;7.333333333;0;0;457.154;1;513.3333333;2;408.24;0.666666667;0;0
600;0;0;5000;0.333333333;6191.564;2;0;0;1191.502667;1.333333333;0;0;6193.522333;15.33333333;0;0;342.261;1.333333333;730;7.666666667;0;0;5000.59;0.666666667
601;0;0;0;0;1052.517667;1.333333333;0;0;1052.517667;1.333333333;0;0;978.3846667;7;0;0;512.8483333;2;0;0;453.0533333;2;0;0
602;0;0;0;0;4273.949;1.333333333;0;0;4273.949;1.333333333;0;0;4176.261;8;0;0;0;0;0;0;4156.666667;4.666666667;0;0
603;0;0;0;0;495.922;1;0;0;495.922;1;0;0;454.5503333;3.666666667;0;0;0;0;0;0;441.6666667;1;0;0
604;0;0;0;0;790.7816667;1;0;0;790.7816667;1;0;0;862.7236667;9;0;0;342.975;3;50;0.333333333;450;1;0;0
605;0;0;0;0;1110.856333;1;0;0;1110.856333;1;0;0;1110.258667;4.666666667;0;0;0;0;0;0;1090;1;0;0
606;0;0;0;0;536.787;1;0;0;536.787;1;0;0;537.682;1.333333333;0;0;0;0;0;0;533.3333333;1;0;0
607;0;0;0;0;572.51;1;0;0;572.51;1;0;0;573.142;6.333333333;0;0;212.0556667;1;143.3333333;0.666666667;193.3333333;0.666666667;0;0
608;0;0;0;0;529.76;1.333333333;0;0;529.759;1;0;0;411.2496667;5;0;0;153.81;1;241.72;1;0;0;0;0
609;0;0;0;0;603.6296667;1;0;0;603.6296667;1;0;0;852.4196667;5.333333333;0;0;221.113;1;0;0;616.6666667;1.333333333;0;0
610;0;0;0;0;4.276;0.333333333;0;0;0;0;0;0;0.973333333;0.333333333;0;0;0;0;0;0;0;0;0;0
611;0;0;0;0;717.7523333;1.666666667;0;0;717.7513333;1.333333333;0;0;718.574;5;0;0;241.0023333;1;0;0;456.6666667;1;0;0
612;0;0;0;0;698.9986667;1.333333333;0;0;698.9986667;1.333333333;0;0;704.2626667;5.333333333;0;0;139.6936667;1;0;0;553.3333333;1;0;0
613;0;0;0;0;601.573;1.333333333;0;0;601.5686667;1;0;0;602.149;4;0;0;0;0;0;0;594.72;2;1.416;1
614;0;0;0;0;732.7666667;1.333333333;0;0;732.7616667;1;0;0;735.827;5;0;0;0;0;0;0;726.6666667;1;1.416;1
615;0;0;0;0;1198.607333;2;33.33333333;0.333333333;1165.263667;1.333333333;0;0;1200.403333;10;0;0;429.5263333;3;0;0;756.6666667;2;0;0
616;0;0;0;0;2055.164667;1;0;0;2055.164667;1;0;0;835.2603333;3.333333333;0;0;146.1993333;1;0;0;684.72;2;0;0
617;0;0;0;0;1207.968333;1.666666667;0;0;1207.968333;1.666666667;0;0;1207.431;3.666666667;0;0;162.876;1;0;0;1038.333333;1.333333333;0.944;0.666666667
618;0;0;0;0;2061.695667;1.666666667;866.6666667;0.333333333;1195.029;1.333333333;0;0;1937.902333;9.333333333;0;0;1105.372667;2;38.44333333;1.666666667;756.6666667;0.666666667;1.888;1.333333333
619;0;0;0;0;1304.765333;1.333333333;0;0;1304.765333;1.333333333;287.4916667;2.333333333;1090.044333;9.666666667;0;0;0;0;745.8866667;3.666666667;0;0;0.472;0.333333333
620;0;0;0;0;790.5503333;1.333333333;0;0;790.5473333;1;0;0;772.7666667;6;0;0;353.949;1;0;0;405;0.666666667;1.416;1
621;0;0;0;0;1018.623667;2;0;0;1018.619667;1.666666667;0;0;871.434;6.666666667;0;0;443.3663333;1;0;0;397.6666667;1;0;0
622;0;0;7333.333333;0.333333333;8451.604;2.666666667;0;0;1118.169333;1.666666667;0;0;8365.184667;10.33333333;0;0;1602.53;2;0;0;6423.333333;1.666666667;0;0
623;0;0;0;0;674.2393333;1.333333333;0;0;674.2393333;1.333333333;0;0;677.336;7;0;0;309.2476667;2;0;0;356.48;1.666666667;0.472;0.333333333
624;0;0;0;0;2212.712;3;826.6666667;1;1359.779333;1.666666667;0.255666667;0.333333333;4159.851667;8.333333333;0;0;528.471;1;1174.166667;2.666666667;2433.333333;0.666666667;2.36;1.666666667
625;0;0;0;0;0.057333333;0.666666667;0;0;0;0;0;0;0.647333333;1;0;0;0;0;0;0;0;0;0;0
626;0;0;0;0;1400.165;2.333333333;0;0;1398.638;2;0;0;1633.263667;12;0;0;511.6086667;3;535.2133333;1.333333333;556.6666667;1.333333333;0;0
627;0;0;0;0;1249.218;2;0;0;1249.218;2;0;0;1246.737667;2.666666667;0;0;0;0;0;0;1241.666667;1.666666667;0.472;0.333333333
628;0;0;0;0;1276.33;2.666666667;33.33333333;0.333333333;1242.962;2;0;0;995.4953333;8.666666667;0;0;502.9466667;1;475.2566667;3.333333333;0;0;0.472;0.333333333
629;0;0;0;0;1071.912667;2.333333333;0;0;1071.898333;1.666666667;0;0;1021.074;8;0;0;381.3013333;2;128.28;1.666666667;501.5733333;0.666666667;1.888;1.333333333
630;0;0;0;0;779.144;1.333333333;0;0;779.1223333;1;0;0;814.152;9;0;0;351.9643333;1;335.1766667;2;100;1;0;0
631;0;0;0;0;898.8396667;1.666666667;0;0;898.82;1.333333333;0;0;899.389;7.666666667;0;0;354.2076667;1;0;0;513.3333333;1;0;0
632;0;0;0;0;1065.219667;2.333333333;0;0;1063.512;1.666666667;0;0;1052.769;9.666666667;0;0;383.2883333;2;0;0;647.5733333;1.666666667;0;0
633;0;0;0;0;1157.294;1.666666667;0;0;1157.294;1.666666667;0;0;1491.561;9;0;0;475.9746667;2;512.52;4.333333333;492;0.333333333;0;0
634;0;0;0;0;14130.59967;10;11450;6.666666667;2339.647333;2.333333333;13747.83;9.333333333;15516.50733;19;0;0;465.815;2;0;0;1246.666667;1.333333333;0;0
635;0;0;0;0;1860.160333;3;0;0;1860.156333;2.666666667;0;0;1823.185667;5.333333333;0;0;0;0;400;1.333333333;1413.333333;0.666666667;2.36;1.666666667
636;0;0;0;0;846.0786667;1.333333333;0;0;846.0786667;1.333333333;0;0;714.5576667;6.666666667;0;0;430.375;2;0;0;258.24;0.666666667;0;0
637;0;0;0;0;1357.258667;2.333333333;0;0;1357.253667;2;0;0;1350.359;13;0;0;487.077;2;279.27;3;543.1466667;1.666666667;0;0
638;0;0;1166.666667;0.333333333;2553.032333;2.333333333;0;0;1386.365667;2;0;0;2556.843667;5.666666667;0;0;548.2416667;1;0;0;1960;1.333333333;0.472;0.333333333
639;0;0;0;0;1242.014667;1.333333333;1216.666667;1;0;0;0;0;2191.836333;8;0;0;0;0;0;0;2186.666667;7.666666667;0;0
640;0;0;0;0;1541.322333;2;833.3333333;0.333333333;686.294;1;0;0;742.9446667;4.333333333;0;0;289.1013333;1;0;0;441;1;0;0
641;0;0;0;0;1177.550333;2;0;0;1177.539;1.666666667;551.1333333;3;1181.012667;6.333333333;0;0;454.896;2;0;0;170;0.333333333;0;0
642;0;0;0;0;1042.274;1.333333333;0;0;1042.274;1.333333333;0;0;1037.674667;9.333333333;0;0;380.1193333;2;630.5733333;3;0;0;0;0
643;0;0;0;0;11237.11733;2.333333333;0;0;11237.11733;2.333333333;494;1.666666667;1039.715667;6.666666667;77.67766667;1.333333333;0;0;154.21;1.333333333;0;0;0;0
644;0;0;0;0;1034.464667;1.666666667;0;0;1034.464667;1.666666667;0;0;1029.906333;6.666666667;0;0;315.582;1;286.1833333;2;410;0.666666667;0;0
645;0;0;0;0;1273.781667;2;0;0;1273.781667;2;0;0;1237.039333;8.666666667;0;0;548.5086667;4;0;0;673.0533333;2;0;0
646;0;0;0;0;1361.111667;1.333333333;0;0;1361.111667;1.333333333;0;0;1361.276333;7;0;0;556.3973333;1;53.33333333;0.333333333;736.6666667;1;0;0
647;0;0;0;0;61.936;0.666666667;0;0;10.711;0.333333333;0;0;1543.696333;1;0;0;0;0;0;0;1533.333333;0.666666667;0;0
648;0;0;0;0;686.955;1;0;0;686.955;1;0;0;4.66;1;0;0;0;0;0;0;0;0;0;0
649;0;0;0;0;1121.262667;1.666666667;0;0;1096.146667;1;0;0;1671.425333;8.666666667;29.25066667;0.333333333;430.623;2;0;0;1170;1.666666667;0;0
650;0;0;0;0;652.881;1;0;0;652.881;1;0;0;653.876;3.666666667;0;0;171.2883333;1;0;0;473.3333333;1;0;0
651;0;0;0;0;1061.955333;2;333.3333333;0.333333333;727.9113333;1.333333333;0;0;1043.195;10.33333333;0;0;287.4486667;1;740.4533333;4.333333333;0;0;0;0
652;0;0;0;0;1057.569;2;0;0;1057.569;2;0;0;1062.675;5.666666667;0;0;256.193;1;0;0;793.3333333;2;0;0
653;0;0;0;0;1256.952667;1;0;0;1256.952667;1;0;0;1255.404;6;0;0;262.7483333;1;0;0;976.6666667;1;0;0
654;0;0;0;0;766.4596667;2.666666667;0;0;766.4486667;1.666666667;0;0;768.1586667;7;0;0;56.76133333;1;0;0;701.3333333;1.333333333;2.36;1.666666667
655;0;0;0;0;715.5146667;1;0;0;715.5146667;1;0;0;715.6403333;7.333333333;0;0;0;0;696.6666667;3.666666667;0;0;0;0
656;3333.333333;0.333333333;0;0;4034.649333;1.333333333;600;0.666666667;101.316;0.333333333;0.255666667;0.333333333;747.601;5.333333333;0;0;0;0;0;0;733.3333333;3.666666667;0.472;0.333333333
657;0;0;0;0;156.384;1;0;0;156.384;1;0;0;158.0496667;3.666666667;0;0;0;0;0;0;146.6666667;1;0;0
658;0;0;0;0;1135.034667;1;0;0;1135.034667;1;0;0;1138.286;10;0;0;458.259;1;648.7666667;5;0;0;0;0
659;0;0;0;0;619.8046667;1;0;0;619.8046667;1;0;0;729.9353333;6.333333333;0;0;219.2043333;1;0;0;458.3333333;2;1.416;1
660;0;0;0;0;538.2676667;1;0;0;538.2676667;1;0;0;653.721;5.666666667;0;0;208.2493333;1;0;0;430.3333333;1.333333333;0;0
661;48.92533333;0.333333333;0;0;2308.082667;6;1783.333333;2.333333333;0;0;1094.939333;5.333333333;2405.75;13.66666667;0;0;404.461;1;0;0;0;0;0;0
662;0;0;0;0;1262.205;2;666.6666667;0.333333333;595.5343333;1.333333333;0;0;705.6013333;7.666666667;0;0;159.0553333;2;0;0;533.3333333;1.333333333;1.888;1.333333333
663;0;0;0;0;899.9913333;1;0;0;899.9913333;1;0;0;895.0703333;1.333333333;0;0;0;0;0;0;890;1;0;0
664;0;0;0;0;493.032;1;0;0;493.032;1;0;0;511.687;7.333333333;0;0;212.4;2;273.3333333;1.333333333;0;0;0;0
665;0;0;0;0;1132.185333;2.333333333;0;0;1132.060333;1.666666667;0;0;1170.219;11;0;0;624.733;1;327.1;4;196.6666667;0.666666667;0;0
666;0;0;0;0;609.0483333;2.333333333;0;0;609.0196667;1;0;0;613.898;9.333333333;0;0;263.0356667;2;0;0;330;1;0;0
667;0;0;0;0;597.218;1;0;0;597.218;1;0;0;680.8436667;7.666666667;0;0;240.0226667;2;318.64;1.666666667;100;0.333333333;0;0
668;0;0;0;0;195.0833333;0.666666667;193.3333333;0.333333333;0;0;0;0;0.468;0.333333333;0;0;0;0;0;0;0;0;0;0
669;0;0;0;0;561.442;1;0;0;561.442;1;0;0;588.7796667;7.666666667;0;0;215.865;1;355.05;4;0;0;0;0
670;0;0;0;0;450.957;1;0;0;450.957;1;0;0;451.5296667;2.333333333;0;0;127.1373333;1;0;0;320;1;0;0
671;0;0;0;0;2052.842667;2.333333333;0;0;2052.842667;2.333333333;0;0;2052.529;6.666666667;0;0;433.4776667;2;0;0;1606.666667;1.666666667;0;0
672;0;0;0;0;1010.332667;1.333333333;0;0;1010.332667;1.333333333;0;0;1027.615;11.33333333;0;0;154.2486667;1;866.6666667;8.666666667;0;0;0.472;0.333333333
673;0;0;0;0;1165.002;2;1165;1.666666667;0;0;980;1.666666667;991.534;5;0;0;0;0;0;0;0;0;0;0
674;0;0;0;0;874.8846667;2.666666667;200;0.666666667;667.0796667;1;0;0;771.4686667;5.666666667;0;0;245.019;1;0;0;510;1;8.082666667;1.666666667
675;0;0;0;0;666.6666667;0.333333333;666.6666667;0.333333333;0;0;827.6666667;2.333333333;1498.66;3;0;0;0;0;0;0;0;0;0;0
676;0;0;0;0;937.5356667;1;0;0;937.5356667;1;0;0;4170.993333;1.666666667;0;0;0;0;0;0;4166.666667;1.333333333;0;0
677;0;0;0;0;740.613;2;0;0;740.612;1.666666667;0;0;763.1343333;9.333333333;0;0;299.0883333;2;268.7;1.666666667;100;0.666666667;0;0
678;0;0;0;0;1489.422;2.666666667;0;0;1489.312;2.333333333;0;0;1108.042667;6.333333333;0;0;300.801;1;786.6666667;2;0;0;0;0
679;0;0;0;0;1280.313333;1.666666667;0;0;1280.313333;1.666666667;94.66666667;0.333333333;101.52;2.666666667;0;0;0;0;0;0;0;0;2.36;1.666666667
680;0;0;0;0;1521.282667;1.666666667;0;0;1521.282667;1.666666667;0;0;1530.765333;12;0;0;315.1893333;1;166.6666667;3.333333333;954.72;2;0;0
681;0;0;0;0;735.6576667;1.333333333;0;0;735.6576667;1.333333333;0;0;734.6483333;2.666666667;0;0;0;0;0;0;728.3333333;1;1.888;1.333333333
682;0;0;0;0;1.975333333;0.666666667;0;0;0;0;0;0;0.556333333;0.666666667;0;0;0;0;0;0;0;0;0;0
683;0;0;0;0;2460.866;5;933.3333333;1;1417.268333;2.333333333;0;0;2167.272667;18.66666667;48.11666667;1.666666667;101.7246667;1;713.3333333;9;1183.333333;1.666666667;100;1
684;0;0;0;0;489.3246667;1;0;0;489.3246667;1;0;0;490.399;6;0;0;168.238;0.666666667;146.6666667;1.333333333;70;0.333333333;0;0
685;0;0;3666.666667;0.333333333;4286.02;2.333333333;0;0;619.3503333;1.666666667;0;0;3076.72;10.66666667;8.851666667;0.333333333;2069.974;1;479.8966667;2.333333333;301.5733333;1.666666667;0;0
686;0;0;0;0;219.3783333;1.333333333;0;0;219.2623333;1;0;0;218.8596667;2.333333333;0;0;0;0;0;0;213.3333333;1;0.472;0.333333333
687;24548.12633;1.666666667;0;0;24553.89933;2;0;0;0;0;13209.08267;9.666666667;32761.671;18.33333333;0;0;0;0;1000;1;17333.33333;4.666666667;0;0
688;0;0;0;0;1545.932667;5;126.6666667;1;1399.216;2.666666667;850.479;3;1606.827;13.66666667;0;0;604.8353333;3;68.53333333;1.666666667;43.33333333;0.333333333;20;1
689;0;0;0;0;18196.16;2;16666.66667;0.333333333;1529.493333;1.666666667;0;0;1888.594667;5.333333333;0;0;0;0;1216.666667;4;666.6666667;0.333333333;0.472;0.333333333
690;0;0;0;0;2968.533333;3.333333333;1650;0.666666667;1316.831;2.333333333;0;0;2713.259;5.333333333;0;0;307.6746667;1;0;0;2400;3;0.472;0.333333333
691;0;0;0;0;504.3173333;3.333333333;0;0;494.1856667;1.666666667;0;0;502.5363333;9.333333333;0;0;266.4963333;1;210;3.666666667;0;0;10;1
692;0;0;0;0;955.3693333;2.666666667;0;0;952.9436667;1.666666667;0;0;959.4393333;13.33333333;0;0;127.2306667;1;808.8233333;7;0;0;0;0
693;0;0;0;0;1976.843;5.666666667;526.6666667;3.333333333;1450.172333;2;1089.106333;9.333333333;1835.343;21.33333333;0;0;401.9183333;1;250.3833333;3.666666667;66.66666667;0.333333333;0;0
694;0;0;0;0;1254.012;1.666666667;0;0;1254.012;1.666666667;0;0;1234.678;8;0;0;575.8296667;1;630;3.333333333;0;0;0;0
695;13133.33333;0.666666667;0;0;13133.94167;1;0;0;0;0;0.074666667;0.666666667;13101.273;5;0;0;0;0;0;0;13100;3.666666667;0;0
696;0;0;3000;0.333333333;4536.303667;2.333333333;0;0;1536.303667;2;0;0;3574.845667;11.33333333;0;0;609.8556667;1.666666667;67.53333333;0.666666667;966.6666667;1;26.77;2
697;0;0;0;0;0;0;0;0;0;0;0;0;7.538;1;0;0;0;0;0;0;0;0;0;0
698;0;0;0;0;1425.354333;3;746.6666667;1;668.581;1.666666667;0;0;672.2906667;4.333333333;0;0;0;0;0;0;660;1;0;0
699;0;0;0;0;709.9846667;1.333333333;0;0;709.9846667;1.333333333;0;0;726.063;8.666666667;0;0;284.4486667;2;0;0;424.6666667;1;1.888;1.333333333
700;0;0;1333.333333;0.333333333;2151.137333;2;0;0;817.804;1.666666667;0;0;2189.691333;6.666666667;0;0;303.875;1.333333333;33.76666667;0.333333333;1810;1.666666667;0.472;0.333333333
701;0;0;0;0;2040.762;2.666666667;0;0;2040.762;2.666666667;0;0;2042.051;8.666666667;0;0;0;0;1020.776667;4.666666667;1000;0.333333333;0;0
702;0;0;0;0;985.1846667;1.333333333;0;0;985.1846667;1.333333333;0;0;987.3693333;4.333333333;0;0;123.8506667;1;0;0;856.6666667;1.333333333;1.888;1.333333333
703;0;0;0;0;1276.56;3;0;0;1195.912667;1.666666667;0;0;2002.769;21;226.4916667;6;477.002;1;350.3833333;5;783.3333333;1;81.77;3
704;0;0;0;0;2178.592333;3;1343.333333;1;835.2303333;1.666666667;1343.333333;1.333333333;2178.724667;6;0;0;241.1426667;1;0;0;585;1.333333333;0;0
705;0;0;0;0;892.872;1.333333333;0;0;892.872;1.333333333;12.33333333;0.333333333;737.613;13;0;0;223.1183333;2;314.13;5.333333333;163.3333333;0.333333333;0;0
706;0;0;0;0;1.995666667;0.333333333;0;0;0;0;0;0;0.517;0.333333333;0;0;0;0;0;0;0;0;0;0
707;0;0;0;0;1890.782333;2;0;0;1890.782333;2;0;0;1828.85;4.666666667;0;0;326.6566667;1;0;0;1490;1.333333333;2.832;2
708;26.66666667;0.333333333;0;0;3264.216333;2.666666667;466.6666667;1.333333333;2770.878667;0.666666667;0.037333333;0.333333333;2848.157;16;0;0;2150.776;0.666666667;373.3333333;8.333333333;218.3333333;1.333333333;0;0
709;0;0;0;0;1382.425;2;333.3333333;0.333333333;1049.091667;1.666666667;574.595;1.666666667;1430.699;6.333333333;0;0;0;0;0;0;350;1;0.944;0.666666667
710;0;0;0;0;1442.515333;1;0;0;1442.515333;1;0;0;1442.489333;3.666666667;0;0;0;0;0;0;1430;1;0;0
711;0;0;1666.666667;0.333333333;2866.293333;2;0;0;1199.56;1.333333333;902.248;6.333333333;3194.278667;20.66666667;0;0;31.78733333;0.333333333;806.7566667;9;1166.666667;0.666666667;0;0
712;0;0;0;0;477.8713333;2.333333333;0;0;477.8053333;1.333333333;0;0;494.6403333;3.666666667;0;0;0;0;166.6666667;0.333333333;316.6666667;1;0;0
713;0;0;0;0;775.08;1;0;0;775.08;1;0;0;786.9166667;7.333333333;0;0;287.8226667;1;440.4033333;2;33.33333333;0.333333333;0;0
714;0;0;0;0;768.506;1.333333333;0;0;768.501;1;0;0;789.496;7.333333333;0;0;313.9746667;1;0;0;450;1.333333333;0;0
715;0;0;0;0;369.017;1;0;0;369.017;1;0;0;370.0113333;4.333333333;0;0;0;0;0;0;355;1;0;0
716;0;0;0;0;892.8906667;1;0;0;892.8906667;1;0;0;1155.771333;9.333333333;0;0;312.4493333;1;180;3.333333333;643.3333333;1.333333333;0;0
717;0;0;0;0;2343.430333;8.666666667;0;0;2330.18;8;0;0;2426.483;11;0;0;303.0753333;1;100;2;1996.666667;3.333333333;0;0
718;0;0;0;0;1116.967667;1.333333333;0;0;1116.939667;1;0;0;1103.251333;11;0;0;414.8176667;3;571.22;4;100;0.666666667;0;0
719;0;0;0;0;978.376;1;0;0;978.376;1;0;0;975.6203333;8.333333333;0;0;281.9373333;1;670;4.666666667;0;0;0;0
720;0;0;0;0;798.352;1.333333333;0;0;798.3446667;1;0;0;611.783;5.333333333;0;0;270.6303333;1;324.97;0.666666667;0;0;0;0
721;0;0;0;0;1138.359;1;0;0;1138.359;1;0;0;1304.031667;7.666666667;0;0;354.0583333;1;533.3333333;2.666666667;0;0;0;0
722;0;0;6666.666667;0.333333333;8045.286;3;0;0;1353.532333;1.333333333;0;0;7783.380333;9.333333333;0;0;5053.744;1;0;0;2253.333333;1;25;1
723;0;0;0;0;0.61;0.333333333;0;0;0;0;0;0;0.240333333;0.333333333;0;0;0;0;0;0;0;0;0;0
724;0;0;0;0;844.391;1.333333333;0;0;844.361;1;0;0;1034.142667;7;0;0;237.747;1;777.3666667;3;0;0;0;0
725;0;0;0;0;721.5683333;1.333333333;0;0;721.5683333;1.333333333;0;0;750.4996667;4.333333333;0;0;40.54066667;0.333333333;0;0;640;0.666666667;1.416;1
726;0;0;9333.333333;0.333333333;10687.15733;6.666666667;0;0;1325.097;1;0;0;10717.10867;16.66666667;0;0;7567.365333;2.333333333;570.3533333;2;1900;0.666666667;28.41066667;1.666666667
727;0;0;0;0;650.081;2.333333333;0;0;649.9353333;1;0;0;658.814;4.666666667;0;0;202.141;1;0;0;450;1;0;0
728;0;0;0;0;1085.456;2.333333333;0;0;1085.429;1;0;0;1101.258333;10;0;0;402.075;1;207.01;1;386.6666667;0.666666667;0;0
